id_evenement,date,annee,type_evenement,gravite,departement,exploitant,nb_morts,nb_blesses,cause_presumee,contexte,source
704,2014-02-15,2014,acte_malveillance,grave,83,SNCF Voyageurs,2,3,acte_malveillance,circulation_commerciale,BEATT_rapport
705,2019-01-18,2019,collision,mineur,93,SNCF Réseau,0,0,excès_vitesse,circulation_commerciale,SNCF_rapport
706,2017-06-05,2017,PN,grave,80,SNCF Réseau,1,10,non_respect_signalisation,PN,SNCF_rapport
707,2022-08-04,2022,incendie,grave,64,RATP,0,2,incendie_bord,circulation_commerciale,SNCF_rapport
708,2015-05-23,2015,incendie,significatif,94,SNCF Voyageurs,0,1,acte_malveillance,circulation_commerciale,SNCF_rapport
709,2018-07-22,2018,collision,mineur,57,SNCF Voyageurs,0,0,defaillance_signalisation,circulation_commerciale,EPSF_synthese
710,2021-08-05,2021,PN,grave,14,SNCF Réseau,0,25,erreur_humaine,PN,SNCF_rapport
711,2024-08-12,2024,incident_materiel,mineur,30,SNCF Voyageurs,0,0,defaillance_signalisation,essais,EPSF_synthese
712,2022-01-25,2022,acte_malveillance,significatif,93,SNCF Réseau,0,3,acte_malveillance,circulation_commerciale,BEATT_rapport
713,2014-10-13,2014,incendie,mineur,83,SNCF Voyageurs,0,0,defaillance_materiel,circulation_commerciale,BEATT_rapport
714,2019-10-06,2019,incendie,mineur,75,SNCF Voyageurs,0,1,incendie_bord,circulation_commerciale,BEATT_rapport
715,2017-06-10,2017,collision,grave,37,SNCF Réseau,0,32,erreur_humaine,circulation_commerciale,SNCF_rapport
716,2022-07-08,2022,collision,significatif,67,SNCF Réseau,0,8,non_respect_signalisation,circulation_commerciale,SNCF_rapport
717,2024-02-19,2024,deraillement,significatif,67,SNCF Réseau,0,4,erreur_humaine,circulation_commerciale,BEATT_rapport
718,2012-08-27,2012,acte_malveillance,grave,86,RATP,2,7,acte_malveillance,circulation_commerciale,EPSF_synthese
719,2011-08-18,2011,PN,significatif,94,SNCF Réseau,0,5,erreur_humaine,PN,SNCF_rapport
720,2023-08-09,2023,collision,grave,69,SNCF Réseau,0,28,excès_vitesse,circulation_commerciale,BEATT_rapport
721,2010-09-10,2010,deraillement,mineur,33,SNCF Réseau,0,0,excès_vitesse,maintenance,BEATT_rapport
722,2018-10-09,2018,acte_malveillance,mineur,94,SNCF Voyageurs,0,1,vol_cable,circulation_commerciale,BEATT_rapport
723,2024-07-13,2024,PN,grave,14,SNCF Réseau,0,23,obstacle_PN,PN,EPSF_synthese
724,2022-11-05,2022,acte_malveillance,significatif,42,SNCF Voyageurs,0,4,vol_cable,circulation_commerciale,BEATT_rapport
725,2017-09-17,2017,incident_materiel,significatif,34,RATP,0,5,defaut_infrastructure,essais,EPSF_synthese
726,2014-02-16,2014,incident_materiel,significatif,37,SNCF Voyageurs,0,6,defaillance_signalisation,circulation_commerciale,BEATT_rapport
727,2022-09-22,2022,collision,grave,93,SNCF Réseau,3,37,defaillance_signalisation,circulation_commerciale,EPSF_synthese
728,2015-08-16,2015,collision,significatif,64,SNCF Réseau,0,7,non_respect_signalisation,circulation_commerciale,EPSF_synthese
729,2024-09-13,2024,incident_materiel,mineur,21,RATP,0,1,defaillance_materiel,maintenance,EPSF_synthese
730,2017-02-16,2017,deraillement,grave,95,SNCF Voyageurs,0,32,erreur_humaine,circulation_commerciale,BEATT_rapport
731,2013-06-02,2013,acte_malveillance,grave,72,SNCF Voyageurs,2,25,jet_de_projectiles,PN,EPSF_synthese
732,2010-02-09,2010,PN,grave,92,SNCF Réseau,2,39,obstacle_PN,PN,SNCF_rapport
733,2016-03-16,2016,PN,grave,75,SNCF Réseau,2,13,obstacle_PN,PN,SNCF_rapport
734,2018-01-17,2018,PN,grave,92,SNCF Réseau,1,26,non_respect_signalisation,PN,BEATT_rapport
735,2011-11-03,2011,PN,grave,91,SNCF Réseau,3,14,obstacle_PN,PN,EPSF_synthese
736,2011-09-10,2011,collision,significatif,42,SNCF Voyageurs,1,8,erreur_humaine,circulation_commerciale,EPSF_synthese
737,2022-05-16,2022,PN,grave,34,SNCF Réseau,2,31,erreur_humaine,PN,SNCF_rapport
738,2018-10-21,2018,incident_materiel,mineur,78,SNCF Voyageurs,0,1,defaillance_signalisation,circulation_commerciale,BEATT_rapport
739,2012-01-12,2012,deraillement,grave,93,SNCF Réseau,1,4,defaillance_materiel,maintenance,EPSF_synthese
740,2023-10-10,2023,incendie,grave,35,SNCF Voyageurs,4,35,incendie_bord,circulation_commerciale,EPSF_synthese
741,2022-09-14,2022,acte_malveillance,mineur,76,RATP,0,0,jet_de_projectiles,circulation_commerciale,SNCF_rapport
742,2010-11-28,2010,incident_materiel,mineur,51,SNCF Voyageurs,0,0,defaut_infrastructure,circulation_commerciale,SNCF_rapport
743,2015-04-02,2015,collision,mineur,76,SNCF Réseau,0,0,non_respect_signalisation,circulation_commerciale,SNCF_rapport
744,2011-01-16,2011,collision,significatif,80,SNCF Voyageurs,0,0,excès_vitesse,circulation_commerciale,BEATT_rapport
745,2016-02-19,2016,incendie,significatif,92,SNCF Voyageurs,0,2,defaillance_materiel,circulation_commerciale,SNCF_rapport
746,2018-03-12,2018,acte_malveillance,mineur,51,RATP,0,0,jet_de_projectiles,circulation_commerciale,SNCF_rapport
747,2014-12-31,2014,acte_malveillance,significatif,77,SNCF Voyageurs,0,7,vol_cable,PN,SNCF_rapport
748,2023-07-21,2023,collision,grave,44,SNCF Réseau,3,31,non_respect_signalisation,circulation_commerciale,EPSF_synthese
749,2021-07-17,2021,incendie,mineur,37,SNCF Voyageurs,0,0,defaillance_materiel,circulation_commerciale,EPSF_synthese
750,2018-02-15,2018,acte_malveillance,significatif,44,RATP,0,7,jet_de_projectiles,circulation_commerciale,SNCF_rapport
751,2017-05-29,2017,incendie,significatif,76,RATP,0,5,incendie_bord,maintenance,SNCF_rapport
752,2014-09-23,2014,acte_malveillance,mineur,45,SNCF Réseau,0,1,acte_malveillance,PN,EPSF_synthese
753,2012-11-13,2012,acte_malveillance,significatif,91,SNCF Réseau,0,6,jet_de_projectiles,circulation_commerciale,BEATT_rapport
754,2010-11-18,2010,acte_malveillance,significatif,51,SNCF Réseau,0,3,acte_malveillance,circulation_commerciale,EPSF_synthese
755,2021-08-03,2021,deraillement,mineur,25,SNCF Voyageurs,0,1,defaut_infrastructure,maintenance,EPSF_synthese
756,2020-01-28,2020,acte_malveillance,significatif,44,SNCF Réseau,0,5,vol_cable,PN,SNCF_rapport
757,2023-06-24,2023,incident_materiel,significatif,78,RATP,0,3,defaillance_freinage,essais,SNCF_rapport
758,2013-10-05,2013,incendie,significatif,87,SNCF Voyageurs,0,5,acte_malveillance,maintenance,BEATT_rapport
759,2011-07-18,2011,incident_materiel,grave,30,SNCF Voyageurs,2,39,defaut_infrastructure,maintenance,EPSF_synthese
760,2014-07-16,2014,acte_malveillance,significatif,87,SNCF Réseau,0,8,jet_de_projectiles,PN,EPSF_synthese
761,2013-12-24,2013,deraillement,significatif,25,SNCF Réseau,1,2,defaut_infrastructure,maintenance,SNCF_rapport
762,2024-10-15,2024,incident_materiel,mineur,72,RATP,0,0,defaillance_materiel,essais,BEATT_rapport
763,2019-06-09,2019,PN,grave,76,SNCF Réseau,0,17,obstacle_PN,PN,SNCF_rapport
764,2017-11-11,2017,acte_malveillance,grave,33,SNCF Voyageurs,2,19,jet_de_projectiles,circulation_commerciale,SNCF_rapport
765,2020-09-13,2020,incident_materiel,mineur,83,RATP,0,0,defaillance_materiel,maintenance,SNCF_rapport
766,2015-10-13,2015,incident_materiel,significatif,6,RATP,0,4,defaillance_materiel,essais,BEATT_rapport
767,2021-09-20,2021,collision,significatif,42,SNCF Voyageurs,0,4,erreur_humaine,circulation_commerciale,BEATT_rapport
768,2017-01-31,2017,deraillement,grave,72,SNCF Réseau,1,39,defaillance_materiel,travaux,BEATT_rapport
769,2023-02-17,2023,PN,grave,66,SNCF Réseau,4,24,non_respect_signalisation,PN,BEATT_rapport
770,2016-03-07,2016,incendie,grave,84,SNCF Voyageurs,2,31,defaillance_materiel,circulation_commerciale,BEATT_rapport
771,2020-10-27,2020,incident_materiel,grave,76,RATP,1,21,defaillance_signalisation,essais,SNCF_rapport
772,2016-11-17,2016,acte_malveillance,mineur,33,RATP,0,0,vol_cable,PN,BEATT_rapport
773,2012-09-02,2012,incendie,mineur,35,RATP,0,0,incendie_bord,maintenance,EPSF_synthese
774,2014-10-23,2014,acte_malveillance,mineur,89,RATP,0,2,vol_cable,PN,BEATT_rapport
775,2011-03-03,2011,incident_materiel,mineur,25,SNCF Voyageurs,0,0,defaut_infrastructure,essais,EPSF_synthese
776,2020-07-30,2020,acte_malveillance,significatif,51,SNCF Réseau,0,5,vol_cable,circulation_commerciale,EPSF_synthese
777,2018-04-26,2018,collision,mineur,89,SNCF Réseau,0,0,erreur_humaine,circulation_commerciale,BEATT_rapport
778,2021-09-08,2021,PN,mineur,91,SNCF Réseau,0,0,erreur_humaine,PN,SNCF_rapport
779,2019-11-06,2019,collision,grave,14,SNCF Réseau,0,4,non_respect_signalisation,circulation_commerciale,BEATT_rapport
780,2021-06-14,2021,acte_malveillance,mineur,35,RATP,0,1,jet_de_projectiles,circulation_commerciale,BEATT_rapport
781,2010-10-23,2010,PN,mineur,25,SNCF Réseau,0,0,obstacle_PN,PN,SNCF_rapport
782,2018-12-17,2018,PN,grave,86,SNCF Réseau,1,24,erreur_humaine,PN,EPSF_synthese
783,2021-08-12,2021,collision,grave,57,SNCF Voyageurs,5,26,erreur_humaine,circulation_commerciale,BEATT_rapport
784,2022-07-17,2022,acte_malveillance,significatif,44,SNCF Voyageurs,0,8,vol_cable,PN,BEATT_rapport
785,2014-05-13,2014,deraillement,significatif,51,SNCF Réseau,1,4,erreur_humaine,maintenance,EPSF_synthese
786,2019-02-18,2019,acte_malveillance,significatif,57,RATP,0,7,acte_malveillance,circulation_commerciale,SNCF_rapport
787,2012-08-16,2012,acte_malveillance,mineur,73,RATP,0,0,vol_cable,PN,SNCF_rapport
788,2022-08-19,2022,deraillement,grave,94,SNCF Voyageurs,5,33,excès_vitesse,circulation_commerciale,SNCF_rapport
789,2023-03-01,2023,collision,significatif,21,SNCF Réseau,0,9,defaillance_signalisation,circulation_commerciale,SNCF_rapport
790,2024-03-18,2024,incident_materiel,mineur,64,SNCF Voyageurs,0,0,defaillance_freinage,maintenance,BEATT_rapport
791,2022-01-06,2022,collision,grave,25,SNCF Réseau,7,34,excès_vitesse,circulation_commerciale,SNCF_rapport
792,2017-09-02,2017,collision,significatif,64,SNCF Réseau,0,6,non_respect_signalisation,circulation_commerciale,EPSF_synthese
793,2022-11-13,2022,PN,grave,38,SNCF Réseau,1,6,obstacle_PN,PN,EPSF_synthese
794,2015-06-06,2015,PN,significatif,45,SNCF Réseau,0,9,obstacle_PN,PN,BEATT_rapport
795,2017-12-26,2017,incident_materiel,mineur,94,SNCF Voyageurs,0,2,defaillance_materiel,circulation_commerciale,BEATT_rapport
796,2021-01-18,2021,acte_malveillance,significatif,66,SNCF Voyageurs,0,1,acte_malveillance,circulation_commerciale,BEATT_rapport
797,2017-01-27,2017,deraillement,grave,78,SNCF Réseau,1,39,defaillance_materiel,circulation_commerciale,SNCF_rapport
798,2018-12-04,2018,incident_materiel,mineur,72,RATP,0,0,defaillance_freinage,circulation_commerciale,SNCF_rapport
799,2022-02-16,2022,collision,grave,37,SNCF Voyageurs,3,10,excès_vitesse,circulation_commerciale,SNCF_rapport
800,2012-09-13,2012,incendie,grave,95,SNCF Voyageurs,2,32,acte_malveillance,maintenance,EPSF_synthese
801,2010-04-07,2010,incendie,mineur,30,RATP,0,0,incendie_bord,maintenance,SNCF_rapport
802,2018-02-10,2018,acte_malveillance,mineur,51,RATP,0,1,vol_cable,circulation_commerciale,EPSF_synthese
803,2016-01-16,2016,deraillement,significatif,77,SNCF Réseau,0,4,defaillance_materiel,circulation_commerciale,SNCF_rapport
804,2014-09-21,2014,deraillement,grave,54,SNCF Voyageurs,0,14,defaillance_materiel,circulation_commerciale,SNCF_rapport
805,2014-01-13,2014,acte_malveillance,mineur,54,SNCF Réseau,0,0,acte_malveillance,circulation_commerciale,EPSF_synthese
806,2022-06-16,2022,deraillement,grave,34,SNCF Réseau,2,2,erreur_humaine,travaux,SNCF_rapport
807,2010-03-21,2010,incident_materiel,mineur,91,SNCF Voyageurs,0,0,defaut_infrastructure,maintenance,BEATT_rapport
808,2021-12-23,2021,incendie,grave,51,SNCF Voyageurs,1,35,defaillance_materiel,maintenance,BEATT_rapport
809,2022-09-26,2022,collision,mineur,35,SNCF Voyageurs,0,0,defaillance_signalisation,circulation_commerciale,EPSF_synthese
810,2014-11-01,2014,PN,grave,63,SNCF Réseau,1,19,non_respect_signalisation,PN,SNCF_rapport
811,2018-02-05,2018,PN,significatif,13,SNCF Réseau,0,9,erreur_humaine,PN,SNCF_rapport
812,2012-09-20,2012,PN,mineur,85,SNCF Réseau,0,0,erreur_humaine,PN,BEATT_rapport
813,2024-07-23,2024,acte_malveillance,significatif,62,SNCF Voyageurs,0,7,acte_malveillance,PN,BEATT_rapport
814,2021-06-13,2021,deraillement,grave,89,SNCF Voyageurs,1,18,erreur_humaine,travaux,SNCF_rapport
815,2020-05-27,2020,incendie,mineur,63,RATP,0,0,incendie_bord,circulation_commerciale,SNCF_rapport
816,2024-02-28,2024,acte_malveillance,significatif,25,SNCF Réseau,0,2,jet_de_projectiles,PN,EPSF_synthese
817,2017-09-15,2017,incident_materiel,mineur,57,RATP,0,1,defaillance_signalisation,maintenance,BEATT_rapport
818,2016-01-01,2016,acte_malveillance,mineur,73,SNCF Voyageurs,0,0,jet_de_projectiles,PN,SNCF_rapport
819,2023-03-02,2023,acte_malveillance,significatif,37,SNCF Réseau,0,7,vol_cable,PN,EPSF_synthese
820,2012-10-21,2012,incendie,grave,95,RATP,2,37,incendie_bord,maintenance,BEATT_rapport
821,2011-10-18,2011,incident_materiel,mineur,30,SNCF Voyageurs,0,0,defaillance_freinage,maintenance,EPSF_synthese
822,2020-08-12,2020,acte_malveillance,mineur,80,SNCF Voyageurs,0,1,acte_malveillance,circulation_commerciale,EPSF_synthese
823,2012-05-01,2012,PN,grave,92,SNCF Réseau,1,16,erreur_humaine,PN,SNCF_rapport
824,2016-12-09,2016,incident_materiel,grave,73,SNCF Voyageurs,1,21,defaillance_freinage,essais,BEATT_rapport
825,2012-11-01,2012,incident_materiel,significatif,93,SNCF Voyageurs,0,5,defaillance_freinage,circulation_commerciale,SNCF_rapport
826,2017-04-18,2017,deraillement,grave,84,SNCF Voyageurs,2,27,erreur_humaine,maintenance,SNCF_rapport
827,2013-01-11,2013,incendie,significatif,87,RATP,0,3,acte_malveillance,circulation_commerciale,SNCF_rapport
828,2024-02-26,2024,incendie,grave,91,RATP,4,5,acte_malveillance,maintenance,BEATT_rapport
829,2021-12-21,2021,PN,grave,44,SNCF Réseau,0,9,non_respect_signalisation,PN,EPSF_synthese
830,2019-11-29,2019,PN,grave,34,SNCF Réseau,1,19,non_respect_signalisation,PN,SNCF_rapport
831,2010-03-28,2010,collision,grave,76,SNCF Réseau,7,2,non_respect_signalisation,circulation_commerciale,BEATT_rapport
832,2010-03-10,2010,incendie,grave,6,SNCF Voyageurs,1,21,defaillance_materiel,maintenance,SNCF_rapport
833,2016-07-27,2016,acte_malveillance,mineur,66,RATP,0,1,acte_malveillance,circulation_commerciale,EPSF_synthese
834,2019-03-27,2019,acte_malveillance,grave,35,SNCF Réseau,1,21,vol_cable,PN,BEATT_rapport
835,2024-06-27,2024,deraillement,mineur,25,SNCF Voyageurs,0,0,erreur_humaine,travaux,SNCF_rapport
836,2024-01-10,2024,incident_materiel,significatif,83,RATP,0,1,defaillance_signalisation,maintenance,SNCF_rapport
837,2019-04-06,2019,incident_materiel,mineur,57,SNCF Voyageurs,0,0,defaillance_materiel,circulation_commerciale,EPSF_synthese
838,2024-04-14,2024,deraillement,grave,38,SNCF Voyageurs,2,22,erreur_humaine,circulation_commerciale,SNCF_rapport
839,2010-06-08,2010,incident_materiel,significatif,37,SNCF Voyageurs,0,2,defaillance_materiel,essais,EPSF_synthese
840,2016-04-30,2016,PN,mineur,6,SNCF Réseau,0,1,obstacle_PN,PN,EPSF_synthese
841,2012-01-09,2012,incident_materiel,mineur,63,SNCF Voyageurs,0,0,defaillance_materiel,maintenance,SNCF_rapport
842,2016-12-27,2016,deraillement,mineur,63,SNCF Réseau,0,0,defaillance_materiel,circulation_commerciale,EPSF_synthese
843,2013-04-11,2013,collision,significatif,83,SNCF Réseau,0,0,excès_vitesse,circulation_commerciale,SNCF_rapport
844,2014-01-27,2014,incident_materiel,significatif,31,SNCF Voyageurs,0,2,defaillance_signalisation,maintenance,BEATT_rapport
845,2015-08-02,2015,deraillement,grave,38,SNCF Réseau,1,38,erreur_humaine,travaux,SNCF_rapport
846,2012-02-09,2012,acte_malveillance,significatif,67,SNCF Voyageurs,0,8,jet_de_projectiles,circulation_commerciale,BEATT_rapport
847,2016-12-31,2016,PN,significatif,84,SNCF Réseau,0,3,obstacle_PN,PN,BEATT_rapport
848,2012-09-27,2012,PN,grave,66,SNCF Réseau,2,35,non_respect_signalisation,PN,EPSF_synthese
849,2024-12-14,2024,incident_materiel,mineur,72,RATP,0,1,defaillance_materiel,circulation_commerciale,SNCF_rapport
850,2010-05-04,2010,incident_materiel,significatif,69,SNCF Voyageurs,0,6,defaillance_signalisation,essais,EPSF_synthese
851,2010-03-15,2010,collision,significatif,25,SNCF Réseau,0,5,defaillance_signalisation,circulation_commerciale,EPSF_synthese
852,2013-07-15,2013,deraillement,significatif,91,SNCF Voyageurs,0,2,defaut_infrastructure,maintenance,EPSF_synthese
853,2011-05-05,2011,PN,significatif,83,SNCF Réseau,0,3,erreur_humaine,PN,EPSF_synthese
854,2012-10-27,2012,deraillement,mineur,73,SNCF Voyageurs,0,0,excès_vitesse,circulation_commerciale,BEATT_rapport
855,2014-04-30,2014,collision,mineur,33,SNCF Voyageurs,0,2,defaillance_signalisation,circulation_commerciale,SNCF_rapport
856,2010-11-20,2010,deraillement,mineur,83,SNCF Voyageurs,0,1,erreur_humaine,maintenance,BEATT_rapport
857,2020-12-28,2020,incident_materiel,grave,62,SNCF Voyageurs,3,19,defaillance_freinage,essais,BEATT_rapport
858,2020-07-04,2020,PN,grave,80,SNCF Réseau,0,7,erreur_humaine,PN,EPSF_synthese
859,2020-01-30,2020,PN,grave,6,SNCF Réseau,1,19,non_respect_signalisation,PN,BEATT_rapport
860,2021-05-07,2021,deraillement,grave,89,SNCF Voyageurs,0,38,excès_vitesse,travaux,EPSF_synthese
861,2017-03-12,2017,incendie,mineur,80,SNCF Voyageurs,0,0,incendie_bord,maintenance,BEATT_rapport
862,2021-02-27,2021,acte_malveillance,mineur,71,SNCF Voyageurs,0,0,acte_malveillance,PN,BEATT_rapport
863,2017-03-23,2017,collision,grave,33,SNCF Réseau,0,14,erreur_humaine,circulation_commerciale,EPSF_synthese
864,2010-09-14,2010,incident_materiel,significatif,30,SNCF Voyageurs,0,8,defaillance_materiel,maintenance,EPSF_synthese
865,2022-10-22,2022,incendie,mineur,89,RATP,0,2,defaillance_materiel,maintenance,BEATT_rapport
866,2023-03-29,2023,PN,grave,87,SNCF Réseau,2,22,obstacle_PN,PN,BEATT_rapport
867,2011-08-04,2011,collision,grave,75,SNCF Réseau,0,16,non_respect_signalisation,circulation_commerciale,BEATT_rapport
868,2011-05-13,2011,PN,significatif,17,SNCF Réseau,0,2,erreur_humaine,PN,BEATT_rapport
869,2015-12-18,2015,acte_malveillance,mineur,21,SNCF Voyageurs,0,1,acte_malveillance,circulation_commerciale,EPSF_synthese
870,2021-08-26,2021,collision,grave,67,SNCF Voyageurs,2,20,erreur_humaine,circulation_commerciale,EPSF_synthese
871,2014-05-02,2014,acte_malveillance,mineur,91,RATP,0,0,jet_de_projectiles,circulation_commerciale,EPSF_synthese
872,2022-07-11,2022,incendie,grave,30,RATP,1,9,acte_malveillance,maintenance,BEATT_rapport
873,2022-12-07,2022,PN,grave,93,SNCF Réseau,3,24,erreur_humaine,PN,SNCF_rapport
874,2012-05-02,2012,incident_materiel,grave,78,SNCF Voyageurs,0,23,defaillance_freinage,essais,SNCF_rapport
875,2024-09-30,2024,incident_materiel,mineur,84,SNCF Voyageurs,0,0,defaut_infrastructure,maintenance,SNCF_rapport
876,2018-05-04,2018,deraillement,significatif,87,SNCF Voyageurs,0,8,erreur_humaine,maintenance,EPSF_synthese
877,2022-08-19,2022,acte_malveillance,mineur,51,RATP,0,0,acte_malveillance,PN,SNCF_rapport
878,2020-02-24,2020,deraillement,mineur,57,SNCF Réseau,0,2,erreur_humaine,travaux,BEATT_rapport
879,2010-05-14,2010,acte_malveillance,significatif,59,SNCF Réseau,0,2,acte_malveillance,PN,EPSF_synthese
880,2014-10-26,2014,PN,significatif,78,SNCF Réseau,0,3,obstacle_PN,PN,BEATT_rapport
881,2022-10-19,2022,acte_malveillance,significatif,75,SNCF Réseau,0,5,acte_malveillance,circulation_commerciale,SNCF_rapport
882,2013-07-02,2013,incident_materiel,mineur,45,RATP,0,0,defaillance_signalisation,maintenance,EPSF_synthese
883,2015-10-01,2015,PN,significatif,42,SNCF Réseau,1,7,obstacle_PN,PN,BEATT_rapport
884,2011-09-25,2011,incendie,significatif,77,SNCF Voyageurs,0,8,defaillance_materiel,maintenance,BEATT_rapport
885,2022-12-04,2022,collision,mineur,85,SNCF Voyageurs,0,0,excès_vitesse,circulation_commerciale,SNCF_rapport
886,2011-10-05,2011,collision,grave,71,SNCF Réseau,4,19,excès_vitesse,circulation_commerciale,EPSF_synthese
887,2015-02-01,2015,incendie,mineur,91,RATP,0,2,acte_malveillance,circulation_commerciale,SNCF_rapport
888,2011-03-20,2011,PN,significatif,83,SNCF Réseau,0,7,erreur_humaine,PN,BEATT_rapport
889,2013-05-10,2013,PN,significatif,17,SNCF Réseau,0,3,erreur_humaine,PN,BEATT_rapport
890,2018-10-24,2018,deraillement,significatif,57,SNCF Voyageurs,0,5,defaut_infrastructure,travaux,SNCF_rapport
891,2013-04-27,2013,incident_materiel,significatif,85,SNCF Voyageurs,0,7,defaillance_signalisation,circulation_commerciale,BEATT_rapport
892,2011-02-08,2011,acte_malveillance,mineur,69,SNCF Réseau,0,0,vol_cable,PN,BEATT_rapport
893,2019-09-30,2019,incendie,significatif,84,SNCF Voyageurs,0,0,incendie_bord,circulation_commerciale,EPSF_synthese
894,2020-12-10,2020,deraillement,significatif,45,SNCF Réseau,0,5,excès_vitesse,maintenance,EPSF_synthese
895,2015-12-22,2015,deraillement,grave,31,SNCF Réseau,1,37,defaillance_materiel,maintenance,BEATT_rapport
896,2019-04-12,2019,deraillement,significatif,62,SNCF Réseau,0,4,defaillance_materiel,circulation_commerciale,SNCF_rapport
897,2023-04-28,2023,incendie,significatif,64,SNCF Voyageurs,0,8,incendie_bord,maintenance,BEATT_rapport
898,2019-12-02,2019,acte_malveillance,mineur,44,SNCF Réseau,0,0,acte_malveillance,PN,EPSF_synthese
899,2018-05-21,2018,incident_materiel,mineur,17,RATP,0,0,defaillance_materiel,circulation_commerciale,EPSF_synthese
900,2023-12-06,2023,incident_materiel,grave,95,SNCF Voyageurs,0,19,defaillance_signalisation,circulation_commerciale,EPSF_synthese
901,2016-11-04,2016,deraillement,significatif,42,SNCF Voyageurs,1,4,erreur_humaine,travaux,BEATT_rapport
902,2022-01-25,2022,incident_materiel,mineur,51,RATP,0,0,defaillance_freinage,essais,BEATT_rapport
903,2020-10-31,2020,acte_malveillance,mineur,95,RATP,0,1,jet_de_projectiles,circulation_commerciale,BEATT_rapport
904,2010-05-31,2010,deraillement,grave,17,SNCF Réseau,2,25,defaut_infrastructure,circulation_commerciale,SNCF_rapport
905,2014-07-03,2014,incendie,significatif,75,SNCF Voyageurs,0,6,acte_malveillance,maintenance,BEATT_rapport
906,2010-03-10,2010,collision,mineur,93,SNCF Voyageurs,0,1,defaillance_signalisation,circulation_commerciale,SNCF_rapport
907,2012-06-02,2012,collision,significatif,67,SNCF Réseau,0,0,excès_vitesse,circulation_commerciale,BEATT_rapport
908,2012-03-26,2012,PN,significatif,38,SNCF Réseau,0,2,non_respect_signalisation,PN,BEATT_rapport
909,2020-04-09,2020,acte_malveillance,significatif,45,SNCF Réseau,0,0,jet_de_projectiles,circulation_commerciale,BEATT_rapport
910,2016-11-02,2016,PN,mineur,35,SNCF Réseau,0,0,non_respect_signalisation,PN,EPSF_synthese
911,2017-10-11,2017,incendie,significatif,59,RATP,1,8,defaillance_materiel,maintenance,EPSF_synthese
912,2021-03-30,2021,PN,grave,13,SNCF Réseau,4,13,obstacle_PN,PN,BEATT_rapport
913,2016-04-14,2016,incident_materiel,mineur,93,SNCF Voyageurs,0,0,defaillance_freinage,maintenance,EPSF_synthese
914,2011-12-21,2011,incendie,grave,45,SNCF Voyageurs,1,28,defaillance_materiel,circulation_commerciale,BEATT_rapport
915,2013-06-05,2013,deraillement,mineur,73,SNCF Voyageurs,0,0,defaillance_materiel,maintenance,BEATT_rapport
916,2012-12-15,2012,incident_materiel,significatif,94,RATP,0,2,defaillance_freinage,essais,EPSF_synthese
917,2013-02-05,2013,PN,grave,34,SNCF Réseau,0,17,erreur_humaine,PN,BEATT_rapport
918,2022-09-02,2022,incident_materiel,significatif,83,RATP,0,0,defaillance_signalisation,circulation_commerciale,BEATT_rapport
919,2012-08-27,2012,incident_materiel,mineur,13,RATP,0,0,defaillance_signalisation,circulation_commerciale,SNCF_rapport
920,2019-04-15,2019,deraillement,grave,34,SNCF Voyageurs,3,31,defaillance_materiel,circulation_commerciale,EPSF_synthese
921,2012-05-24,2012,incident_materiel,mineur,89,RATP,0,1,defaillance_freinage,circulation_commerciale,SNCF_rapport
922,2023-08-02,2023,acte_malveillance,mineur,44,RATP,0,0,jet_de_projectiles,circulation_commerciale,EPSF_synthese
923,2010-08-02,2010,PN,grave,78,SNCF Réseau,1,9,obstacle_PN,PN,BEATT_rapport
924,2020-07-07,2020,incendie,significatif,67,SNCF Voyageurs,0,1,acte_malveillance,maintenance,SNCF_rapport
925,2020-08-17,2020,incident_materiel,mineur,14,SNCF Voyageurs,0,0,defaillance_freinage,circulation_commerciale,SNCF_rapport
926,2010-05-03,2010,PN,grave,93,SNCF Réseau,2,23,non_respect_signalisation,PN,EPSF_synthese
927,2014-08-03,2014,collision,significatif,77,SNCF Voyageurs,0,9,non_respect_signalisation,circulation_commerciale,BEATT_rapport
928,2017-04-15,2017,deraillement,significatif,14,SNCF Voyageurs,0,0,excès_vitesse,circulation_commerciale,BEATT_rapport
929,2018-07-14,2018,incendie,significatif,85,RATP,0,4,defaillance_materiel,maintenance,BEATT_rapport
930,2022-01-10,2022,acte_malveillance,significatif,30,RATP,0,0,jet_de_projectiles,circulation_commerciale,SNCF_rapport
931,2020-03-31,2020,collision,significatif,14,SNCF Voyageurs,0,9,non_respect_signalisation,circulation_commerciale,BEATT_rapport
932,2018-09-09,2018,acte_malveillance,significatif,57,SNCF Réseau,0,0,jet_de_projectiles,circulation_commerciale,SNCF_rapport
933,2018-12-05,2018,PN,significatif,72,SNCF Réseau,0,7,non_respect_signalisation,PN,SNCF_rapport
934,2023-10-02,2023,collision,significatif,73,SNCF Voyageurs,0,5,non_respect_signalisation,circulation_commerciale,EPSF_synthese
935,2021-03-25,2021,collision,significatif,71,SNCF Réseau,0,1,non_respect_signalisation,circulation_commerciale,SNCF_rapport
936,2020-02-11,2020,collision,significatif,38,SNCF Voyageurs,0,2,non_respect_signalisation,circulation_commerciale,SNCF_rapport
937,2012-01-09,2012,PN,grave,31,SNCF Réseau,1,27,non_respect_signalisation,PN,EPSF_synthese
